2017 International Subject Based Fees Fees, EFTSL values and Census Dates
MEDI70014 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI80003 2 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80006 2 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80007 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80007 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI80008 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80008 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI80009 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80009 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI80010 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80010 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI80011 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI80011 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90002 2 MMedicine (Research) RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90002 2 MMedicine (Research) RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90005 2 M.Med.Pt II (Thesis) ‐ Medicine (St.V) RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90005 2 M.Med.Pt II (Thesis) ‐ Medicine (St.V) RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90041 1 DMedSc‐Thesis Medical Education RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90041 1 DMedSc‐Thesis Medical Education RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90042 1 DMedSc‐Thesis Medicine AH/NH RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90042 1 DMedSc‐Thesis Medicine AH/NH RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90043 1 DMedSc‐Thesis Medicine RMH&WH RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90043 1 DMedSc‐Thesis Medicine RMH&WH RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90044 1 DMedSc‐Thesis Medicine SVH RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90044 1 DMedSc‐Thesis Medicine SVH RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90060 1 MMed by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90060 1 MMed by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90061 1 MMed by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90061 1 MMed by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90062 1 MMed by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90062 1 MMed by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90063 1 DMedSc Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90063 1 DMedSc Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90064 1 DMedSc Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90064 1 DMedSc Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90065 1 DMedSc Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90065 1 DMedSc Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90072 1 MSurg by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90072 1 MSurg by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90073 1 MSurg by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90073 1 MSurg by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90074 1 MSurg by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90074 1 MSurg by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90076 1 DMedSc Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90076 1 DMedSc Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90078 1 DMedSc Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90078 1 DMedSc Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90080 1 MMed by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90080 1 MMed by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90081 1 MMed by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDI90081 1 MMed by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDI90088 1 Graduate Research Internship Semester 1 Semester 1 Parkville 0.125 31‐May‐17 $7,456.00
MEDI90088 1 Graduate Research Internship Semester 2 Semester 2 Parkville 0.125 31‐Oct‐17 $7,456.00
MEDS90001 2 Foundations of Biomedical Science Year Long Year Long Parkville 0.8125 31‐May‐17 $48,464.00
MEDS90002 3 Principles of Clinical Practice 1 January January Parkville 0.125 31‐Mar‐17 $7,456.00
MEDS90003 1 Student Conference 1 June June Parkville 0.0625 7‐Jul‐17 $3,728.00
MEDS90004 3 Principles of Clinical Practice 2 Year Long Year Long Parkville 0.9375 31‐May‐17 $55,920.00
MEDS90005 1 Student Conference 2 Winter Term Winter Term Parkville 0.0625 7‐Jul‐17 $3,728.00
MEDS90019 1 MSurg by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDS90019 1 MSurg by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDS90020 2 Principles of Clinical Practice 3 January January Parkville 0.875 31‐Mar‐17 $52,192.00
MEDS90021 3 MD Research Project 1 Year Long Year Long Parkville 0.0625 31‐May‐17 $3,728.00
MEDS90022 1 Student Conference 3 June June Parkville 0.0625 7‐Jul‐17 $3,728.00
MEDS90023 1 MSurg by Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MEDS90023 1 MSurg by Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MEDS90024 1 Student Conference 4 June June Parkville 0.0625 7‐Jul‐17 $3,728.00
MEDS90025 1 Transition to Practice July July Parkville 0.4375 11‐Aug‐17 $26,096.00
MEDS90026 2 MD Research Project 2 January January Parkville 0.5 3‐Mar‐17 $29,824.00
MEDS90027 1 Clinical Elective May May Parkville 0 9‐Jun‐17 $0.00
MEDS90027 1 Clinical Elective November November Parkville 0 8‐Dec‐17 $0.00
MEDS90028 1 Principles of Clinical Practice 3 (Oslo) July July Parkville 0.5 4‐Aug‐17 $29,824.00
MEED70001 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MEED70001 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MEED70002 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MEED70002 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MEED80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MEED80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MGMT10002 2 Principles of Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT10002 2 Principles of Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT10002 2 Principles of Management Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
MGMT10003 2 Organisation and Management Semester 1 Semester 1 Dookie 0.125 31‐Mar‐17 $4,908.00
MGMT20001 1 Organisational Behaviour Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT20001 1 Organisational Behaviour Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT20001 1 Organisational Behaviour Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
MGMT20002 1 Managing Operations Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT20003 1 Project Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT20004 2 Managing Human Resources Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT20004 2 Managing Human Resources Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT20005 2 Business Decision Analysis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT20009 2 Managing Employee Relations Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT20011 1 Business Negotiations Winter Term Winter Term Parkville 0.125 14‐Jul‐17 $4,908.00
MGMT20012 1 Business Case Analysis Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30004 1 International Human Resource Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30005 1 Managing Strategic Change Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30006 1 Managing Entrepreneurship and Innovation Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30011 1 Supply Chain Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT30011 1 Supply Chain Management Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
MGMT30012 3 Management Consulting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT30012 3 Management Consulting Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30013 1 Strategic Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT30015 2 Managing Work and Your Career Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MGMT30017 2 Global Management Consulting June June (Online) Parkville 0.125 14‐Jul‐17 $4,908.00
MGMT30017 2 Global Management Consulting November November (Online) Parkville 0.125 8‐Dec‐17 $4,908.00
MGMT30017 2 Global Management Consulting Summer Term Summer Term (Online) Parkville 0.125 20‐Jan‐17 $4,908.00
MGMT30018 1 Business Communication Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MGMT30019 1 The Future of Work Summer Term Summer Term Parkville 0.125 3‐Feb‐17 $4,908.00
MGMT70001 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
MGMT70001 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
MGMT80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
MGMT80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
MGMT90003 1 M.Com.‐Dept Of Mgmt & Mktg RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
MGMT90003 1 M.Com.‐Dept Of Mgmt & Mktg RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
MGMT90010 2 Strategic Human Resources Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90010 2 Strategic Human Resources Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90011 1 Managing Stakeholders Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90012 1 Managing Diversity Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90013 1 Leadership and Team Dynamics Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90014 1 Policies and Issues in HRM and ER Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90015 2 Managing People Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90015 2 Managing People Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90016 3 Performance & Reward Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90017 2 HR Consulting Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90018 3 Managerial Psychology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90018 3 Managerial Psychology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90022 1 Managing Organisational Change March March Parkville 0.125 17‐Mar‐17 $5,052.00
MGMT90025 1 People and Change Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90025 1 People and Change Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90026 1 Supply Chain Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90027 2 International Human Resources Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90027 2 International Human Resources Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90030 1 Managing Innovation and Entrepreneurship Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90030 1 Managing Innovation and Entrepreneurship Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90031 1 Project Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90031 1 Project Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90032 2 Operations and Process Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90037 1 Conflict and Negotiation January January Parkville 0.125 10‐Feb‐17 $5,052.00
MGMT90037 1 Conflict and Negotiation July July Parkville 0.125 28‐Jul‐17 $5,052.00
MGMT90038 2 Global Corporate Governance March March Parkville 0.125 17‐Mar‐17 $5,052.00
MGMT90038 2 Global Corporate Governance September September Parkville 0.125 15‐Sep‐17 $5,052.00
MGMT90040 4 Behaviour & Leadership in Organisations November November Parkville 0.125 15‐Dec‐17 $5,052.00
MGMT90041 3 Financial & Performance Management November November Parkville 0.125 15‐Dec‐17 $5,052.00
MGMT90045 4 Marketing for Managers February February Parkville 0.125 24‐Feb‐17 $5,052.00
MGMT90049 4 Strategy, Ethics & Governance February February Parkville 0.125 24‐Feb‐17 $5,052.00
MGMT90108 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
MGMT90108 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
MGMT90111 1 Management and Business Communication Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90121 3 Decision Analysis and Project Management October October Parkville 0.125 20‐Oct‐17 $5,052.00
MGMT90122 3 Supply Chain Analysis February February Parkville 0.125 3‐Mar‐17 $5,052.00
MGMT90123 3 Procurement and Logistics February February Parkville 0.125 3‐Mar‐17 $5,052.00
MGMT90126 2 Budgets and Financial Management August August Parkville 0.125 1‐Sep‐17 $5,052.00
MGMT90127 2 Leadership Theory & Practice March March Parkville 0.125 17‐Mar‐17 $5,052.00
MGMT90128 2 Project Management September September Parkville 0.125 22‐Sep‐17 $5,052.00
MGMT90129 3 Group Project Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $10,104.00
MGMT90129 3 Group Project Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $10,104.00
MGMT90130 3 Internship I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90130 3 Internship I Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90131 3 Internship II Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $10,104.00
MGMT90131 3 Internship II Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $10,104.00
MGMT90132 2 Professional Communication June June Parkville 0.125 16‐Jun‐17 $3,800.00
MGMT90133 1 Research Report Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90133 1 Research Report Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90140 1 Management Competencies Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90140 1 Management Competencies Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90140 1 Management Competencies Summer Term Summer Term Parkville 0.125 20‐Jan‐17 $5,052.00
MGMT90141 1 Business Analysis & Decision Making Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90141 1 Business Analysis & Decision Making Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90141 1 Business Analysis & Decision Making Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
MGMT90146 2 Strategic Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90146 2 Strategic Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MGMT90146 2 Strategic Management Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
MGMT90147 2 Consulting Project Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MGMT90147 2 Consulting Project Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
